0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
17569091,GGHB,171102.0,2017-11-02 07:50:00,1182-Trfc Collision-No Inj,Us101 S / Cesar Chavez St Ofr,San Francisco FSP,,,37.752501,-122.402997,4.0,75.0,67000.0,101.0,S,3.269,431.6,,56.0
17586330,GGHB,171110.0,2017-11-10 07:59:00,1179-Trfc Collision-1141 Enrt,I80 W / Gilman St Ofr,Oakland,,,37.881911,-122.308246,4.0,1.0,6000.0,80.0,W,6.79,12.1,,44.0
17594084,GGHB,171114.0,2017-11-14 08:01:00,1179-Trfc Collision-1141 Enrt,Sr4 W / Loveridge Rd Ofr,Contra Costa,,,38.011887,-121.867171,4.0,13.0,57456.0,4.0,W,24.307,23.924,,325.0
17601351,GGHB,171117.0,2017-11-17 08:16:00,1179-Trfc Collision-1141 Enrt,I80 W / Central Ave Ofr,Oakland,,,37.903864,-122.312909,4.0,13.0,60620.0,80.0,W,0.454,13.8,,55.0
17609451,GGHB,171121.0,2017-11-21 07:57:00,1181-Trfc Collision-Minor Inj,I80 W / Barrett Ave Onr,Oakland FSP,,,37.93162,-122.325372,4.0,13.0,60620.0,80.0,W,2.554,15.9,,32.0
17609452,GGHB,171121.0,2017-11-21 07:54:00,1179-Trfc Collision-1141 Enrt,I80 W / Carlson Blvd Ofr,Oakland,,,37.914584,-122.317505,4.0,13.0,60620.0,80.0,W,1.254,14.6,,68.0
17622960,GGHB,171128.0,2017-11-28 07:44:00,1179-Trfc Collision-1141 Enrt,Sr4 W / Loveridge Rd Ofr,Contra Costa,,,38.011887,-121.867171,4.0,13.0,57456.0,4.0,W,24.307,23.924,,76.0
17622986,GGHB,171128.0,2017-11-28 07:58:00,1183-Trfc Collision-Unkn Inj,Sr4 W / Loveridge Rd Onr,Contra Costa FSP,,,38.012924,-121.871506,4.0,13.0,57456.0,4.0,W,24.048,23.665,,77.0
18260957,GGHB,181002.0,2018-10-02 08:32:00,1183-Trfc Collision-Unkn Inj,Sr4 W / Willow Pass Rd Uc - Cncd,Contra Costa,,,38.014183,-121.996966,4.0,13.0,16000.0,4.0,W,R16.87,16.542,,236.0
18272056,GGHB,181007.0,2018-10-07 08:35:00,1183-Trfc Collision-Unkn Inj,Sr4 W / Willow Pass Rd Onr,Contra Costa,,,38.013095,-122.001843,4.0,13.0,16000.0,4.0,W,R16.598,16.263,,39.0
18278318,GGHB,181010.0,2018-10-10 07:44:00,1179-Trfc Collision-1141 Enrt,I80 W / Sfobb Toll Plaza Ofr,San Francisco,,,37.825388,-122.304799,4.0,1.0,53000.0,80.0,W,2.49,7.8,,91.0
18289339,GGHB,181015.0,2018-10-15 07:55:00,1182-Trfc Collision-No Inj,I80 W / Sr13 I80 W Con,Oakland,,,37.844546,-122.297993,4.0,1.0,22594.0,80.0,W,4.29,9.6,,48.0
18291703,GGHB,181016.0,2018-10-16 08:42:00,1179-Trfc Collision-1141 Enrt,Sr4 W / Harbor St Ofr,Contra Costa FSP,,,38.013977,-121.876289,4.0,13.0,57456.0,4.0,W,23.753,23.37,,44.0
18295901,GGHB,181018.0,2018-10-18 07:39:00,1179-Trfc Collision-1141 Enrt,I580 W / Redwood Rd Ofr,Hayward FSP,,,37.691012,-122.071062,4.0,1.0,,580.0,W,R29.368,45.4,,50.0
18295903,GGHB,181018.0,2018-10-18 07:36:00,1182-Trfc Collision-No Inj,I580 W / I238 N,Hayward FSP,,,37.69072,-122.092358,4.0,1.0,,580.0,W,R30.686,46.6,,53.0
18295916,GGHB,181018.0,2018-10-18 07:41:00,1125-Traffic Hazard,I880 N / Hegenberger Rd Ofr,Oakland FSP,,,37.737337,-122.193328,4.0,1.0,53000.0,880.0,N,25.173,35.4,,50.0
18308841,GGHB,181024.0,2018-10-24 07:57:00,1125-Traffic Hazard,I280 S / Ocean Ave Ofr,San Francisco,,,37.726304,-122.446015,4.0,75.0,67000.0,280.0,S,R2.027,52.0,,81.0
18321836,GGHB,181030.0,2018-10-30 07:30:00,20002-Hit and Run No Injuries,Us101 S / Cesar Chavez St Ofr,San Francisco FSP,,,37.752501,-122.402997,4.0,75.0,67000.0,101.0,S,3.269,431.6,,247.0
15179138,GGHB,140808.0,2014-08-08 07:26:00,1125-Traffic Hazard,I880 N / Broadway,Oakland,,,37.798572,-122.274828,4.0,1.0,53000.0,880.0,N,,41.8,,116.0
15186558,GGHB,140812.0,2014-08-12 07:25:00,1183-Trfc Collision-Unkn Inj,I80 W Cutting Blvd Hov Ofr / Cutting Blvd,Oakland,,,37.925397,-122.320757,4.0,13.0,60620.0,80.0,W,,15.4,,74.0
15214064,GGHB,140826.0,2014-08-26 07:20:00,1183-Trfc Collision-Unkn Inj,Sr24 W / Sr24 W Camino Pablo Ofr,Contra Costa FSP,,,37.88436,-122.179679,4.0,13.0,54232.0,24.0,W,,7.1,,40.0
15214065,GGHB,140826.0,2014-08-26 07:18:00,1179-Trfc Collision-1141 Enrt,Sr24 W / Sr24 W Camino Pablo Ofr,Contra Costa,,,37.88436,-122.179679,4.0,13.0,54232.0,24.0,W,,7.1,,140.0
15220523,GGHB,140829.0,2014-08-29 08:51:00,1182-Trfc Collision-No Inj,I880 N 29th Ave Onr / Unnamed Street,Oakland,,,37.776133,-122.235119,4.0,1.0,53000.0,880.0,N,,39.0,,41.0
19230106,GGHB,191229.0,2019-12-29 07:46:00,1125-Traffic Hazard,I80 W / Treasure Island Onr,San Francisco,,,37.808318,-122.367026,4.0,75.0,67000.0,80.0,W,7.64,4.1,,118.0
15752657,GGHB,150605.0,2015-06-05 08:42:00,1183-Trfc Collision-Unkn Inj,Sr4 W / Sr4 W Bailey Rd Onr,Contra Costa,,,38.019089,-121.946589,4.0,13.0,,4.0,W,,19.521,,54.0
15764922,GGHB,150611.0,2015-06-11 08:55:00,1179-Trfc Collision-1141 Enrt,I80 W / I80 W Treasure Island Onr,San Francisco,,,37.808087,-122.367206,4.0,75.0,67000.0,80.0,W,,4.1,,81.0
15787562,GGHB,150622.0,2015-06-22 08:07:00,1179-Trfc Collision-1141 Enrt,I880 N / I880 N High St Ofr,Oakland,,,37.76333,-122.216187,4.0,1.0,53000.0,880.0,N,,37.6,,36.0
17312087,GGHB,170706.0,2017-07-06 07:54:00,1179-Trfc Collision-1141 Enrt,I680 S / Monument Blvd Ofr,Contra Costa FSP,,,37.945369,-122.058286,4.0,13.0,57764.0,680.0,S,R17.669,49.236,,57.0
17312088,GGHB,170706.0,2017-07-06 07:51:00,1179-Trfc Collision-1141 Enrt,I680 S / Monument Blvd Ofr,Contra Costa,,,37.945369,-122.058286,4.0,13.0,57764.0,680.0,S,R17.669,49.236,,67.0
17325058,GGHB,170712.0,2017-07-12 07:44:00,20002-Hit and Run No Injuries,I580 W / 14TH AVE OFR,Oakland,,,37.800109,-122.224708,4.0,1.0,53000.0,580.0,W,R42.122,58.2,,169.0
17340641,GGHB,170719.0,2017-07-19 08:48:00,1183-Trfc Collision-Unkn Inj,I80 W / Albany Ofr,Oakland FSP,,,37.895221,-122.308233,4.0,1.0,674.0,80.0,W,7.79,13.1,,38.0
17340642,GGHB,170719.0,2017-07-19 08:47:00,1183-Trfc Collision-Unkn Inj,I80 W / GILMAN ST OFR,Oakland,,,37.881911,-122.308246,4.0,1.0,6000.0,80.0,W,6.79,12.1,,55.0
17366430,GGHB,170731.0,2017-07-31 08:54:00,1125-Traffic Hazard,I580 W / Seminary Ave Ofr,Oakland,,,37.779317,-122.170148,4.0,1.0,53000.0,580.0,W,R38.886,54.8,,38.0
18019234,GGHB,180612.0,2018-06-12 07:41:00,1179-Trfc Collision-1141 Enrt,I580 W / Eden Canyon Rd,Dublin,,,37.701477,-122.021132,4.0,1.0,,580.0,W,R26.368,42.4,,32.0
18021598,GGHB,180613.0,2018-06-13 08:33:00,1182-Trfc Collision-No Inj,I880 N / 66th Ave Onr,Hayward FSP,,,37.757649,-122.211208,4.0,1.0,53000.0,880.0,N,26.873,37.1,,120.0
15296535,GGHB,141007.0,2014-10-07 08:01:00,1125-Traffic Hazard,Sr4 W Railroad Ave Onr / Railroad Ave,Contra Costa,,,38.017507,-121.889354,4.0,13.0,57456.0,4.0,W,,22.9,,53.0
15302879,GGHB,141010.0,2014-10-10 07:39:00,1182-Trfc Collision-No Inj,Sr24 W / Sr24 W Pleasant Hill Rd Ofr,Contra Costa,,,37.898073,-122.09004,4.0,13.0,39122.0,24.0,W,,12.4,,32.0
15305111,GGHB,141011.0,2014-10-11 07:48:00,1125-Traffic Hazard,I80 W / I80 W Treasure Island Onr,San Francisco,,,37.808087,-122.367206,4.0,75.0,67000.0,80.0,W,,4.1,,75.0
15318857,GGHB,141018.0,2014-10-18 08:35:00,1183-Trfc Collision-Unkn Inj,I880 N / I880 N Marina Blvd E Ofr,Hayward,,,37.708549,-122.163662,4.0,1.0,68084.0,880.0,N,,32.9,,38.0
15328400,GGHB,141023.0,2014-10-23 08:59:00,1183-Trfc Collision-Unkn Inj,I880 N Davis St Onr / Sr112,Hayward,,,37.720264,-122.173583,4.0,1.0,68084.0,880.0,N,,33.8,,76.0
15342221,GGHB,141030.0,2014-10-30 07:22:00,1179-Trfc Collision-1141 Enrt,Sr24 W / Sr24 W Central Lafayette Ofr,Contra Costa FSP,,,37.895372,-122.113724,4.0,13.0,39122.0,24.0,W,,11.1,,77.0
15342423,GGHB,141030.0,2014-10-30 08:56:00,1182-Trfc Collision-No Inj,I580 W Sr13 N Con / Sr13 N,Oakland,,,37.78707,-122.18017,4.0,1.0,53000.0,580.0,W,,55.4,,164.0
17878530,GGHB,180404.0,2018-04-04 08:36:00,1183-Trfc Collision-Unkn Inj,I80 W / Powell St Ofr,Oakland,,,37.842598,-122.297583,4.0,1.0,22594.0,80.0,W,4.09,9.4,,407.0
17897593,GGHB,180413.0,2018-04-13 08:49:00,1179-Trfc Collision-1141 Enrt,I580 W SR13 N CON / SR13 N,Oakland,,,37.78707,-122.18017,4.0,1.0,53000.0,580.0,W,R39.486,55.4,,124.0
17904420,GGHB,180417.0,2018-04-17 07:16:00,1179-Trfc Collision-1141 Enrt,Sr4 W / San Marco Blvd Ofr,Contra Costa,,,38.022038,-121.960192,4.0,13.0,,4.0,W,R19.062,18.744,,83.0
17914807,GGHB,180422.0,2018-04-22 07:43:00,20002-Hit and Run No Injuries,I80 W / Yerba Buena Island Ofr,San Francisco,,,37.810702,-122.364484,4.0,75.0,67000.0,80.0,W,7.84,4.3,,177.0
17920902,GGHB,180425.0,2018-04-25 08:34:00,1179-Trfc Collision-1141 Enrt,Sr4 W / Loveridge Rd Ofr,Contra Costa,,,38.011887,-121.867171,4.0,13.0,57456.0,4.0,W,24.307,23.924,,68.0
17927357,GGHB,180428.0,2018-04-28 07:26:00,1179-Trfc Collision-1141 Enrt,I880 N / Oak St Ofr,Oakland,,,37.79334,-122.263529,4.0,1.0,53000.0,880.0,N,30.873,41.1,,53.0
17204377,GGHB,170517.0,2017-05-17 07:44:00,1183-Trfc Collision-Unkn Inj,I280 S / Monterey Blvd Ofr,San Francisco,,,37.732235,-122.432073,4.0,75.0,67000.0,280.0,S,R2.927,52.9,,128.0
17219640,GGHB,170524.0,2017-05-24 07:43:00,1182-Trfc Collision-No Inj,Sr4 W / Contra Loma Blvd Onr,Contra Costa FSP,,,38.000411,-121.824573,4.0,13.0,2252.0,4.0,W,26.724,26.353,,59.0
17447670,GGHB,170907.0,2017-09-07 07:15:00,1182-Trfc Collision-No Inj,Sr24 W / Camino Pablo Ofr,Contra Costa,,,37.88436,-122.179679,4.0,13.0,54232.0,24.0,W,R2.752,7.1,,61.0
17456005,GGHB,170911.0,2017-09-11 08:22:00,1183-Trfc Collision-Unkn Inj,Sr4 W / San Marco Blvd Ofr,Contra Costa FSP,,,38.022038,-121.960192,4.0,13.0,,4.0,W,R19.062,18.744,,35.0
17458314,GGHB,170912.0,2017-09-12 08:24:00,1179-Trfc Collision-1141 Enrt,I80 W / University Ave Ofr,Oakland,,,37.869523,-122.304749,4.0,1.0,6000.0,80.0,W,5.99,11.3,,75.0
17460288,GGHB,170913.0,2017-09-13 08:00:00,1182-Trfc Collision-No Inj,I80 W / Fremont St Ofr,San Francisco,,,37.78699,-122.389859,4.0,75.0,67000.0,80.0,W,5.74,2.2,,80.0
17474929,GGHB,170920.0,2017-09-20 08:47:00,1183-Trfc Collision-Unkn Inj,I580 W / Castro Valley Blvd Onr,Castro Valley,,,37.69068,-122.095716,4.0,1.0,,580.0,W,R30.886,46.8,,79.0
17477024,GGHB,170921.0,2017-09-21 07:52:00,20002-Hit and Run No Injuries,I680 S / N Main St Onr,Contra Costa,,,37.913136,-122.067073,4.0,13.0,83346.0,680.0,S,15.394,46.913,,106.0
17487689,GGHB,170926.0,2017-09-26 08:51:00,1182-Trfc Collision-No Inj,SR24 W / SR24 W I580 W CON,Oakland FSP,,,37.83284,-122.266557,4.0,1.0,53000.0,24.0,W,R2.447,0.6,,76.0
17489777,GGHB,170927.0,2017-09-27 07:35:00,1183-Trfc Collision-Unkn Inj,I80 W / Albany Ofr,Oakland FSP,,,37.895221,-122.308233,4.0,1.0,674.0,80.0,W,7.79,13.1,,49.0
17492256,GGHB,170928.0,2017-09-28 08:25:00,1125-Traffic Hazard,University Ave Ofr / I80 W,Oakland,,,37.869523,-122.304749,4.0,1.0,6000.0,80.0,W,5.99,11.3,,115.0
18127152,GGHB,180801.0,2018-08-01 07:11:00,1125-Traffic Hazard,I80 W / Powell St Ofr,Oakland,,,37.834718,-122.294693,4.0,1.0,22594.0,80.0,W,3.49,8.8,,48.0
18131840,GGHB,180803.0,2018-08-03 07:55:00,1179-Trfc Collision-1141 Enrt,I80 W / Fremont St Ofr,San Francisco,,,37.78699,-122.389859,4.0,75.0,67000.0,80.0,W,5.74,2.2,,147.0
18155818,GGHB,180814.0,2018-08-14 08:31:00,1125-Traffic Hazard,I580 W / Fairmont Dr Ofr,Hayward FSP,,,37.706039,-122.118195,4.0,1.0,,580.0,W,R32.586,48.5,,354.0
18188180,GGHB,180829.0,2018-08-29 08:56:00,1125-Traffic Hazard,I80 W / Albany Ofr,Oakland FSP,,,37.895221,-122.308233,4.0,1.0,674.0,80.0,W,7.79,13.1,,44.0
18188181,GGHB,180829.0,2018-08-29 08:55:00,1183-Trfc Collision-Unkn Inj,I580 W / ESTUDILLO AVE OFR,Castro Valley,,,37.72506,-122.137403,4.0,1.0,68084.0,580.0,W,R34.286,50.2,,39.0
18190256,GGHB,180830.0,2018-08-30 07:14:00,1182-Trfc Collision-No Inj,Sr4 W / Bailey Rd N Ofr,Contra Costa,,,38.019101,-121.937152,4.0,13.0,,4.0,W,R20.379,20.036,,84.0
16792576,GGHB,161102.0,2016-11-02 08:46:00,1125-Traffic Hazard,I580 W / Strobridge Ave Ofr,Castro Valley,,,37.69088,-122.084811,4.0,1.0,,580.0,W,30.306,46.2,,104.0
16819333,GGHB,161115.0,2016-11-15 08:40:00,1183-Trfc Collision-Unkn Inj,I580 W / 35th Ave Onr,Oakland,,,37.79423,-122.205552,4.0,1.0,53000.0,580.0,W,R41.022,57.1,,116.0
16281032,GGHB,160301.0,2016-03-01 07:57:00,1182-Trfc Collision-No Inj,Sr242 S I680 S Con / Gregory Ln Ofr,Contra Costa FSP,,,37.956956,-122.053305,4.0,13.0,16000.0,242.0,S,L0.2,0.2,,72.0
16293073,GGHB,160307.0,2016-03-07 08:04:00,1125-Traffic Hazard,Sr242 S / Grant St Ofr,Contra Costa FSP,,,37.992591,-122.039625,4.0,13.0,16000.0,242.0,S,R2.441,2.7,,88.0
16293078,GGHB,160307.0,2016-03-07 07:58:00,1183-Trfc Collision-Unkn Inj,I880 N / Broadway Ofr,Oakland FSP,,,37.795357,-122.266694,4.0,1.0,53000.0,880.0,N,31.073,41.3,,84.0
16293079,GGHB,160307.0,2016-03-07 07:57:00,1179-Trfc Collision-1141 Enrt,I880 N / Broadway Ofr,Oakland,,,37.795357,-122.266694,4.0,1.0,53000.0,880.0,N,31.073,41.3,,45.0
16293080,GGHB,160307.0,2016-03-07 07:56:00,1125-Traffic Hazard,Sr242 S / Grant St Ofr,Contra Costa,,,37.992591,-122.039625,4.0,13.0,16000.0,242.0,S,R2.441,2.7,,78.0
16309422,GGHB,160316.0,2016-03-16 08:55:00,1179-Trfc Collision-1141 Enrt,I80 W / Fremont St Ofr,San Francisco,,,37.78699,-122.389859,4.0,75.0,67000.0,80.0,W,5.74,2.2,,116.0
16320705,GGHB,160322.0,2016-03-22 08:28:00,1182-Trfc Collision-No Inj,I580 W / 14th Ave Ofr,Oakland,,,37.800109,-122.224708,4.0,1.0,53000.0,580.0,W,R42.122,58.2,,100.0
15646702,GGHB,150410.0,2015-04-10 07:33:00,1183-Trfc Collision-Unkn Inj,I80 W / I80 W Sr13 S Con,Oakland FSP,,,37.852533,-122.29986,4.0,1.0,6000.0,80.0,W,,10.1,,41.0
15658311,GGHB,150416.0,2015-04-16 08:39:00,20002-Hit and Run No Injuries,Us101 S Cesar Chavez St Ofr / Cesar Chavez,San Francisco FSP,,,37.749306,-122.404305,4.0,75.0,67000.0,101.0,S,,431.3,,34.0
15672579,GGHB,150424.0,2015-04-24 08:16:00,1179-Trfc Collision-1141 Enrt,I80 W / I80 W Cutting Blvd Hov Ofr,Oakland,,,37.927978,-122.32287,4.0,13.0,60620.0,80.0,W,,15.6,,120.0
15911773,GGHB,150821.0,2015-08-21 08:00:00,1183-Trfc Collision-Unkn Inj,I580 W / Eden Canyon Rd,Hayward FSP,,,37.701477,-122.021132,4.0,1.0,,580.0,W,,42.4,,204.0
15919565,GGHB,150825.0,2015-08-25 08:55:00,1183-Trfc Collision-Unkn Inj,I580 W / I580 W Seminary Ave Ofr,Oakland,,,37.779317,-122.170148,4.0,1.0,53000.0,580.0,W,,54.8,,31.0
15932011,GGHB,150831.0,2015-08-31 07:35:00,1183-Trfc Collision-Unkn Inj,I580 W / I580 W Fairmont Dr Ofr,Castro Valley,,,37.706039,-122.118195,4.0,1.0,,580.0,W,,48.5,,65.0
